command_date,bird_flight_distance,car_type,surge,address,is_from_airport,eta,rta
2018-01-15 09:36:34.553000+00:00,1518.7237863876926,standard,1.4,296 Rue Lecourbe,False,627,507
2018-01-13 02:50:47.007000+00:00,573.9333873400227,standard,1.0,12 Rue Chalgrin,False,306,156
2018-01-11 07:38:16.296000+00:00,2081.99318438749,standard,1.4,2 Rue de la Vallée du Bois,False,546,799
2018-01-14 00:43:48.997000+00:00,425.2356154757328,standard,1.4,36 Boulevard des Batignolles,False,269,268
2018-01-08 19:48:12.839000+00:00,646.1184745978037,standard,1.0,1 Hameau Béranger,False,372,462
2018-01-14 17:07:15.579000+00:00,940.1741198708453,standard,1.2,89 Boulevard Pasteur,,315,368
2018-01-14 05:00:18.833000+00:00,1372.934805909081,standard,1.7,31bis Rue du Faubourg Montmartre,False,754,322
2018-01-11 01:21:31.820000+00:00,1237.3386187368305,standard,1.2,94 Rue du Cherche-Midi,False,440,236
2018-01-16 00:17:50.222000+00:00,903.22589212255,standard,,46 Avenue Bosquet,,386,250
2018-01-12 13:27:36.456000+00:00,1459.427348784493,standard,,30 Rue Vernet,False,482,412
2018-01-10 13:24:51.341000+00:00,1421.406963393036,standard,1.0,25 Boulevard Romain Rolland,False,396,798
2018-01-11 21:54:23.947000+00:00,939.8443724058832,van,1.0,48 bis Boulevard de Bercy ,False,541,655
2018-01-16 23:52:36.101000+00:00,1234.458005648679,standard,,6 Rue Lamartine,False,366,187
2018-01-10 07:07:43.293000+00:00,766.7460757745372,standard,1.0,8 Rue Théodule Ribot,False,764,470
2018-01-10 00:05:28.161000+00:00,341.4767153825998,standard,,51 Rue Laugier,False,121,126
2018-01-15 22:01:46.288000+00:00,543.9420141872943,standard,1.0,49 Rue Belgrand,False,239,147
2018-01-16 20:49:18.842000+00:00,1257.3017652574067,standard,1.0,21 Rue Grégoire de Tours,False,390,448
2018-01-13 02:41:38.413000+00:00,236.1796510082193,standard,1.0,25 Avenue de Saint-Ouen,False,56,118
2018-01-13 00:59:04.522000+00:00,671.7347985893846,standard,1.0,20 Avenue des Gobelins,False,218,231
2018-01-08 20:39:50.508000+00:00,246.6884246907025,standard,1.0,85 Rue Falguière,False,70,262
2018-01-09 11:33:19.450000+00:00,715.2349063172541,standard,1.0,13 Rue Beaurepaire,False,375,351
2018-01-12 23:47:57.752000+00:00,955.8612472980756,standard,,18 Rue de l'Ouest,False,295,145
2018-01-17 05:13:44.334000+00:00,452.5874421165404,standard,1.0,16 Rue de Trévise,False,455,245
2018-01-16 08:06:32.995000+00:00,1446.214317080241,standard,1.0,8 Rue Bachaumont,False,859,759
2018-01-10 11:23:05.914000+00:00,1148.4970556533235,standard,,32 rue de Proudhon,False,512,345
2018-01-09 15:53:01.684000+00:00,168.65215178004925,standard,1.0,42 Rue du Faubourg Poissonnière,False,50,79
2018-01-13 17:51:06.561000+00:00,1063.104703743042,standard,1.2,5 Avenue Frédéric le Play,,316,281
2018-01-13 00:25:57.301000+00:00,1310.7241857971412,standard,1.7,5 Rue de l'Odéon,False,450,292
2018-01-11 19:44:53.564000+00:00,144.16799544801452,standard,1.7,6 Rue de Monceau,,69,118
2018-01-12 22:32:05.210000+00:00,3402.1060319980766,standard,,18 Rue du Peintre Lebrun,False,655,384
2018-01-16 08:39:52.617000+00:00,2342.8375308765108,standard,1.9,20 Rue Parmentier,False,617,836
2018-01-10 18:54:04.450000+00:00,412.1186287834297,standard,1.8,28 Avenue de Messine,False,254,102
2018-01-15 10:37:34.554000+00:00,97.79862442532429,standard,1.0,9 rue Pierre Dreyfus,False,105,41
2018-01-09 11:50:02.997000+00:00,416.1503250820973,standard,1.0,44 Rue Fabert,False,188,276
2018-01-16 21:45:39.447000+00:00,136.7095393435446,standard,,63 Cours la Reine,False,95,181
2018-01-12 17:35:11.905000+00:00,706.6503701869667,standard,1.0,Orly Terminal Ouest,True,365,153
2018-01-12 23:56:38.723000+00:00,292.7646693026041,standard,1.0,34-36 Rue Riquet,False,151,254
2018-01-10 19:32:36.984000+00:00,868.0800966738193,standard,1.0,28 Rue Dumont d'Urville,False,415,490
2018-01-10 12:23:02.996000+00:00,3387.513414425425,standard,1.0,73 Rue Carnot,False,875,808
2018-01-12 18:23:45.921000+00:00,586.3799781467973,standard,1.0,41 Rue Ledru Rollin,False,107,147
2018-01-10 13:25:57.224000+00:00,1028.5456948169642,standard,1.0,8 Rue Géricault,False,372,351
2018-01-12 23:49:38.943000+00:00,146.80053529308427,standard,,48 Rue de Montmorency,False,249,100
2018-01-08 16:15:17.766000+00:00,361.10558968592795,standard,1.0,10 Rue Delarivière Lefoullon,,247,383
2018-01-11 23:00:05.311000+00:00,1847.0640499319156,standard,,14 Rue Halévy,False,635,431
2018-01-15 17:50:04.705000+00:00,1165.5001129031805,standard,1.2,5 Rue de la Corderie,False,542,428
2018-01-10 21:40:40.717000+00:00,441.7065863763549,standard,,31 Rue Saint-Augustin,False,267,326
2018-01-10 19:29:30.185000+00:00,1137.7579982212842,standard,1.4,45 Rue du Président Wilson,False,305,392
2018-01-13 00:10:18.966000+00:00,157.92446060076057,standard,,7 Avenue George V,False,186,59
2018-01-11 05:34:11.430000+00:00,998.034126411741,standard,1.0,61 Rue des Meuniers,False,410,293
2018-01-11 18:51:53.229000+00:00,780.9464173754698,standard,1.3,1 Boulevard Victor,,228,330
2018-01-10 11:39:05.091000+00:00,443.60907828458016,standard,,5 Avenue Van Dyck,False,223,223
2018-01-12 15:31:02.932000+00:00,675.0242588534093,standard,1.0,41 Rue Chaptal,False,251,211
2018-01-15 17:26:11.196000+00:00,719.9512118793966,standard,1.2,12 Rue Dupetit-Thouars,False,362,309
2018-01-16 20:34:00.115000+00:00,1553.664444962824,sedan,1.0,2 Rue de Vienne,False,648,442
2018-01-11 21:18:57.462000+00:00,398.6544918951384,standard,1.0,7 Rue Barbette,False,547,280
2018-01-16 18:30:48.957000+00:00,1699.2665613484894,standard,,111 Boulevard Beaumarchais,False,399,431
2018-01-16 14:08:03.753000+00:00,733.9173852224568,standard,,66B Rue Saint-Didier,False,444,295
2018-01-12 14:15:09.557000+00:00,1942.275819878378,standard,1.0,74 Avenue Victor Hugo,False,496,484
2018-01-08 17:56:47.683000+00:00,1646.2963165548144,standard,1.0,Place Joséphine Baker,False,446,359
2018-01-09 18:44:05.171000+00:00,758.9002078615283,standard,,6 Rue de Laborde,False,403,447
2018-01-16 22:40:05.414000+00:00,887.9119609493141,standard,1.8,1 Rue Etienne Jodelle,False,318,256
2018-01-11 05:01:08.175000+00:00,2708.993544418981,standard,,12 Avenue Louis Luc,False,752,925
2018-01-11 14:54:24.871000+00:00,626.0451240418355,standard,,81 Avenue de la République,False,272,292
2018-01-10 19:24:38.859000+00:00,833.8605495928258,standard,1.0,19 Rue Lesage,False,313,343
2018-01-12 08:52:21.907000+00:00,1259.7594561113544,standard,1.3,85 Boulevard Pasteur,,365,314
2018-01-12 22:38:05.266000+00:00,740.1492353672172,standard,1.0,90 Avenue de Versailles,False,265,219
2018-01-09 04:02:31.679000+00:00,7836.667653390461,sedan,,9 Rue Gazan,False,1135,1288
2018-01-12 16:13:07.155000+00:00,894.8790326578007,standard,1.3,102 Rue Cardinet,False,291,227
2018-01-10 19:50:21.772000+00:00,1238.4827719747568,standard,,67 Boulevard du Général Leclerc,False,268,350
2018-01-12 11:29:07.932000+00:00,499.0838685753267,standard,1.0,3 Avenue Ruysdaël,False,142,177
2018-01-08 20:17:25.290000+00:00,964.3875184835248,standard,1.0,30 Boulevard Maillot,False,225,107
2018-01-13 21:17:20.459000+00:00,424.0338678489872,standard,1.0,103 Avenue des Ternes,False,231,63
2018-01-09 06:32:43.129000+00:00,253.1035870777677,standard,1.0,4 Rue Edgar Faure,False,273,175
2018-01-15 06:29:13.646000+00:00,4378.770864881503,standard,1.3,78 Rue Béranger,False,871,929
2018-01-08 13:36:41.204000+00:00,725.8645280059462,standard,,5 Boulevard de Vaugirard,False,484,414
2018-01-16 17:39:50.018000+00:00,1265.9219117029536,standard,1.0,69 Rue de Romainville,False,374,418
2018-01-09 18:02:04.199000+00:00,526.0651663820349,standard,1.4,12 Rue de Richelieu,False,208,162
2018-01-12 19:47:52.728000+00:00,2105.719825619468,standard,,41 Boulevard Malesherbes,False,544,511
2018-01-14 00:32:11.330000+00:00,203.6145566557109,standard,,21 Rue Edouard Jacques,False,290,189
2018-01-17 08:25:55.541000+00:00,314.7337655080218,standard,1.9,16 Rue de Belzunce,False,241,351
2018-01-14 15:20:39.515000+00:00,946.830570021694,standard,1.3,16 Rue de Fleurus,False,405,373
2018-01-15 19:02:55.539000+00:00,2050.168561495777,standard,,7 Rue du Port aux Vins,False,420,622
2018-01-08 13:51:36.125000+00:00,1279.6927184334513,standard,1.0,2 Rue Louis Ganne,False,464,480
2018-01-12 23:30:30.339000+00:00,678.1538473634364,standard,1.8,80 Rue Sedaine,False,319,471
2018-01-08 23:24:29.207000+00:00,318.16698959560824,standard,1.8,7 Rue Jacques Bingen,False,223,123
2018-01-09 14:32:00.717000+00:00,1376.7237561276183,standard,1.0,62 Avenue de la Grande-Armée,False,372,862
2018-01-13 16:39:34.154000+00:00,2199.406830728211,standard,1.0,"Centre Commercial Belle Épine, Avenue du Luxembourg",False,387,446
2018-01-11 15:45:51.190000+00:00,403.7336070694082,standard,1.0,16 Rue Faraday,False,183,367
2018-01-10 06:37:56.812000+00:00,758.935998836365,standard,,86 Rue de l'Université,False,351,266
2018-01-09 17:33:44.725000+00:00,243.81645054067195,standard,1.0,26 Rue des Peupliers,False,122,136
2018-01-13 14:34:06.922000+00:00,1966.1169251029667,standard,1.2,76-80 Boulevard Ornano,,504,467
2018-01-11 14:58:30.331000+00:00,798.8613127192859,standard,1.0,Orly Terminal Ouest,True,408,330
2018-01-16 08:58:29.123000+00:00,1049.2602753721644,standard,1.9,5 Avenue Franklin Delano Roosevelt,False,337,481
2018-01-09 00:19:02.360000+00:00,738.7206669541013,standard,,12 Avenue Percier,False,328,245
2018-01-10 09:25:48.808000+00:00,1929.1996876618368,van,,6 Rue de Vézelay,False,660,1252
2018-01-15 21:28:05.664000+00:00,1232.3358335201415,standard,1.6,40 Rue de Ponthieu,False,375,322
2018-01-09 20:30:39.804000+00:00,1006.9095974074178,standard,1.4,24 Rue Saint-Dominique,False,256,382
2018-01-13 15:06:55.293000+00:00,1092.7483101727773,standard,1.2,38 Rue de Sèvres,False,510,907
2018-01-12 20:04:05.739000+00:00,1580.6962900468357,standard,1.0,43 Boulevard du Général Giraud,False,470,558
2018-01-12 14:11:00.066000+00:00,786.2468809816486,standard,1.4,5 Avenue Marceau,False,355,321
2018-01-09 13:50:45.707000+00:00,61.69829934004263,standard,1.0,5 Avenue Kléber,False,102,62
2018-01-16 21:05:10.889000+00:00,272.0946515829051,standard,1.5,13 Avenue de l'Opéra,False,117,125
2018-01-13 05:50:41.335000+00:00,1150.9385572846065,standard,1.0,1 Allée du Cèdre,False,366,418
2018-01-14 19:20:19.952000+00:00,2148.7885453952217,van,1.0,147 Rue de la Pompe,False,782,813
2018-01-14 00:42:35.777000+00:00,1787.5134573773264,standard,1.0,57 Rue des Mimosas,False,888,708
2018-01-16 00:16:37.079000+00:00,1096.1837681100278,standard,1.0,95 Rue Rivay,False,207,295
2018-01-15 08:40:04.025000+00:00,2388.899268081671,standard,1.0,24 Rue Fays,False,873,1025
2018-01-13 12:17:33.818000+00:00,659.9653895703402,sedan,1.0,2 Rue Max Blondat,False,236,215
2018-01-15 16:34:14.177000+00:00,1744.9941946409326,standard,,86 Rue Notre Dame des Champs,False,473,366
2018-01-10 03:31:22.413000+00:00,691.9441988584223,standard,1.0,2 Rue Paul Cézanne,False,249,176
2018-01-13 17:01:27.713000+00:00,86.6756379678462,standard,1.0,12 Rue d'Armaillé,False,383,445
2018-01-10 23:10:20.678000+00:00,1657.3948073623353,standard,1.9,5 Rue Marie Stuart,False,464,433
2018-01-16 02:34:38.104000+00:00,564.8904002979701,standard,1.0,129 Rue Lamarck,False,343,312
2018-01-10 09:24:01.601000+00:00,411.3107942813118,standard,1.4,185 Boulevard Malesherbes,False,264,383
2018-01-12 17:31:46.275000+00:00,549.8756644303862,standard,1.0,26 Avenue Montaigne,False,336,392
2018-01-08 13:24:59.128000+00:00,597.2659055289946,standard,1.0,67 Avenue de la Motte-Picquet,False,128,89
2018-01-11 15:09:27.239000+00:00,338.7116505093556,standard,1.0,3 Rue Barbès,False,156,192
2018-01-16 15:15:42.813000+00:00,5243.145831250839,standard,1.0,10 Boulevard Roger Salengro,False,787,1019
2018-01-10 17:31:02.282000+00:00,1049.877883892457,standard,1.0,2 Rue du Nouveau Bercy,False,264,342
2018-01-11 22:17:32.924000+00:00,896.160249655847,standard,,204 Rue de Grenelle,False,227,156
2018-01-16 07:56:32.745000+00:00,1896.7997462341282,standard,1.0,140 Avenue de Verdun,False,676,1143
2018-01-13 15:04:56.521000+00:00,977.9012222492607,standard,1.2,39 Rue Charlot,False,466,473
2018-01-16 12:50:41.705000+00:00,910.7062671137384,standard,,250 Boulevard Jean Jaurès,False,266,216
2018-01-12 16:50:44.625000+00:00,593.3554791396947,standard,,140-142 Av. des Champs-Élysées,False,244,282
2018-01-16 02:40:14.109000+00:00,590.7801954561263,standard,1.0,38 Rue Cambon,False,365,155
2018-01-13 20:29:51.747000+00:00,811.3941955190187,standard,1.5,86 Rue de Rivoli,False,571,292
2018-01-12 18:13:00.134000+00:00,363.2636076963278,sedan,1.0,141 Boulevard Murat,False,99,188
2018-01-09 13:30:59.569000+00:00,2109.2224866399224,standard,1.0,150 Rue Gallieni,False,540,487
2018-01-09 10:55:29.688000+00:00,601.0927409603705,standard,1.0,1 Rue Danielle Mitterrand,False,421,431
2018-01-12 22:37:20.238000+00:00,835.5290350016572,standard,1.4,109 Avenue d'Ivry,False,272,568
2018-01-08 11:10:03.693000+00:00,105.25554927683106,standard,1.0,1 Avenue Raymond Poincaré,False,80,270
2018-01-14 11:30:38.489000+00:00,1792.0249734113868,standard,1.0,75 Avenue Gambetta,False,514,416
2018-01-08 19:34:14.609000+00:00,1655.3913155197274,standard,1.2,40 Rue de Courcelles,False,478,434
2018-01-14 19:15:01.811000+00:00,876.2379671096478,standard,,1 Rue d'Hauteville,False,481,363
2018-01-16 20:51:19.316000+00:00,628.4750106461578,standard,,205 Boulevard Raspail,False,214,136
2018-01-09 22:53:22.801000+00:00,1735.7371586685172,standard,1.7,8 Rue de Port Mahon,False,640,434
2018-01-13 00:41:37.003000+00:00,558.3229584283988,standard,1.0,73 Rue de Rochechouart,False,439,231
2018-01-17 10:40:36.268000+00:00,928.3086412430704,standard,,1 Rue Danielle Mitterrand,False,385,392
2018-01-13 12:59:41.655000+00:00,1098.8477091840377,standard,1.0,33 Rue de Tocqueville,,389,365
2018-01-10 19:20:05.365000+00:00,2199.6986710316955,standard,1.0,13 Rue Léopold Bellan,False,541,692
2018-01-10 17:44:33.840000+00:00,723.8389140693425,standard,1.0,2 Boulevard Charles de Gaulle,False,285,245
2018-01-13 00:30:49.652000+00:00,193.17313937444482,standard,1.9,17 Rue Burnouf,False,216,194
2018-01-09 21:36:08.825000+00:00,1275.39533868724,standard,1.0,2Z Rue du Professeur Florian Delbarre,False,281,438
2018-01-15 19:11:33.706000+00:00,901.8025788793702,standard,1.0,Orly Terminal Ouest,True,472,453
2018-01-13 00:33:23.492000+00:00,1962.252306968648,standard,1.6,55 Rue du Dauphiné,,453,391
2018-01-12 14:42:59.755000+00:00,572.8629759949058,standard,1.8,24 Rue de Berri,False,236,157
2018-01-14 19:12:15.211000+00:00,383.1493560337455,standard,,33 Rue la Fayette,False,307,582
2018-01-17 09:54:52.053000+00:00,189.47650725318871,standard,1.6,1 Rue du Mail,False,133,325
2018-01-15 12:55:37.181000+00:00,527.4440374930912,standard,,1 Rue Abel,False,524,589
2018-01-12 13:52:04.289000+00:00,2304.614469159081,standard,,5 Impasse Beauséjour,False,672,613
2018-01-12 20:20:09.553000+00:00,1142.9748474908085,standard,1.0,73 Rue Marie Anne Colombier,False,338,336
2018-01-11 08:53:16.629000+00:00,1055.6924271976636,standard,1.0,115 Rue du 11 Novembre,False,246,191
2018-01-10 19:36:50.676000+00:00,79.53444131032025,standard,1.5,6-8 Rue du Regard,False,137,171
2018-01-14 04:56:34.169000+00:00,959.8840482021992,standard,1.7,3 Boulevard Saint-Denis,False,456,312
2018-01-12 13:31:28.711000+00:00,640.2109949075133,standard,,31 Rue des Petits Champs,False,182,522
2018-01-09 14:01:47.450000+00:00,353.56309970110823,standard,1.0,20 Rue des Petits Champs,False,260,505
2018-01-12 17:36:28.981000+00:00,100.34654285561236,standard,,11 Rue Heinrich,False,154,451
2018-01-17 10:50:40.235000+00:00,378.5107478391362,standard,,39 Rue Jean Goujon,False,234,159
2018-01-12 09:05:26.441000+00:00,1497.1339714138155,standard,1.5,37 Avenue Felix Faure,False,559,731
2018-01-10 02:07:19.879000+00:00,800.5956683372561,standard,1.0,9 Rue du Dr Calmette,False,489,338
2018-01-14 03:19:37.668000+00:00,788.098040100186,standard,1.8,31 Rue du Faubourg Saint-Honoré,False,234,144
2018-01-10 07:08:40.025000+00:00,3399.00232214664,standard,1.2,"RTL, 22 rue Bayard",False,1006,530
2018-01-13 01:38:05.205000+00:00,336.7306692233804,standard,1.6,18 Rue Dauphine,False,508,110
2018-01-09 02:52:09.363000+00:00,1697.8618577276095,standard,1.0,5 Rue de Poissy,False,600,360
2018-01-14 00:59:25.750000+00:00,942.0964329760087,standard,1.9,37 Rue de Bretagne,False,350,328
2018-01-11 07:43:24.553000+00:00,1954.2066831550776,standard,1.3,123 Avenue de Versailles,False,422,683
2018-01-12 12:00:10.744000+00:00,1133.094071878447,standard,1.0,40 Rue Marius Aufan,False,293,393
2018-01-08 11:56:00.150000+00:00,50.90983322755506,standard,1.0,Gare du Nord,False,40,98
2018-01-15 16:48:34.127000+00:00,1476.3327234055291,standard,1.0,95 Rue Petit,False,373,523
2018-01-12 08:05:07.754000+00:00,2608.409091231153,sedan,1.0,75 Rue de Lille,False,663,679
2018-01-10 04:36:43.428000+00:00,741.8959411822053,standard,1.0,24 Rue de la Rochefoucauld,False,357,281
2018-01-09 09:01:08.506000+00:00,1522.5256686048338,standard,1.6,43 Rue des Tilleuls,False,530,482
2018-01-09 20:12:36.443000+00:00,1551.8178601290685,standard,1.0,15B Rue Benjamin Raspail,False,397,286
2018-01-13 18:04:01.936000+00:00,1875.5939700764486,sedan,1.0,13 Rue Nungesser et Coli,False,407,386
2018-01-09 22:40:01.648000+00:00,615.7601159908643,standard,1.0,31-35 Rue Pastourelle,False,394,208
2018-01-13 14:16:17.066000+00:00,509.10969723525335,standard,,6 Rue Sophie Rodrigues,False,145,96
2018-01-14 02:43:27.768000+00:00,1124.7576026920551,standard,1.0,20 Rue Denfert Rochereau,False,347,236
2018-01-08 17:26:57.891000+00:00,1569.359439601189,standard,1.0,120 Avenue Marx Dormoy,False,297,406
2018-01-12 13:34:21.240000+00:00,2015.121046203352,standard,1.0,Cours de l'Île Seguin,False,589,993
2018-01-11 10:25:57.742000+00:00,462.65573808925967,standard,1.0,31 Rue Poissonnière,False,190,207
2018-01-15 10:55:14.588000+00:00,1164.5649930220793,standard,,55 Rue Jean-Pierre Timbaud,False,406,273
2018-01-16 16:25:52.835000+00:00,401.2665838132834,standard,1.0,192 Rue Lecourbe,False,122,433
2018-01-08 21:41:33.506000+00:00,1090.3513489589002,standard,,71 Boulevard du Montparnasse,False,402,257
2018-01-10 14:31:31.484000+00:00,147.11956983237096,standard,1.3,95 Rue du Faubourg Saint-Martin,False,101,128
